Gene ID	Gene Name	SRR1027602	SRR1027592	SRR1027598	SRR1027591	SRR1027600	SRR1027596	SRR1027601	SRR1027599	SRR1027605	SRR1027604	SRR1027595	SRR1027594	SRR1027593	SRR1027597	SRR1027603	SRR1027606
ENSG00000071051	NCK2	650	566	607	563	468	670	635	448	865	805	685	779	827	641	854	838
ENSG00000071054	MAP4K4	5143	6660	6372	6586	4514	4937	5226	4432	7382	5782	5006	6036	5878	6384	5878	7335
ENSG00000071073	MGAT4A	276	332	205	376	363	464	245	327	593	834	485	384	359	216	860	480
ENSG00000071082	RPL31	4073	5322	7486	5415	3772	4602	4133	3744	6293	6459	4637	8297	8525	7424	6470	6375
ENSG00000071127	WDR1	1503	2047	2228	2072	1431	1912	1546	1426	1706	651	1955	539	539	2245	685	1702
ENSG00000071189	SNX13	577	768	677	757	517	599	575	521	698	705	589	564	526	655	742	767
ENSG00000071203	MS4A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000071205	ARHGAP10	20	24	79	20	16	36	24	12	31	9	35	14	17	67	9	33
ENSG00000071242	RPS6KA2	1278	1494	1319	1471	1034	1356	1266	1027	1335	1577	1444	846	874	1330	1583	1368
ENSG00000071243	ING3	192	261	194	278	161	202	203	171	331	130	237	196	208	189	150	293
ENSG00000071246	VASH1	1265	1327	1091	1442	1095	1030	1282	1049	1804	1409	1041	705	720	1103	1412	1697
ENSG00000071282	LMCD1	100	93	87	104	85	133	112	71	152	94	119	121	128	100	104	131
ENSG00000071462	BUD23	447	570	438	518	400	468	418	427	662	587	456	600	675	436	583	663
ENSG00000071537	SEL1L	1350	1512	2113	1463	1203	1633	1338	1185	1852	1779	1643	1193	1189	2071	1782	1881
ENSG00000071539	TRIP13	172	241	153	242	90	139	138	89	195	45	133	45	41	135	28	206
ENSG00000071553	ATP6AP1	2404	2368	2280	2433	2167	2653	2457	2238	3150	3310	2664	3564	3602	2359	3332	3009
ENSG00000071564	TCF3	2234	2949	1886	2961	1503	1757	2139	1528	2628	2101	1864	2301	2291	1995	2070	2626
ENSG00000071575	TRIB2	2813	2338	2194	2324	2884	3442	2724	2969	4004	6179	3573	3429	3439	2247	6113	4075
ENSG00000071626	DAZAP1	485	660	521	602	429	474	510	396	615	787	477	806	831	503	764	635
ENSG00000071655	MBD3	999	1256	973	1261	949	992	1065	946	1304	837	1012	623	611	936	836	1326
ENSG00000071677	PRLH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000071794	HLTF	1396	1928	1001	1874	1372	1607	1421	1341	2099	900	1611	701	689	934	872	2048
ENSG00000071859	FAM50A	1017	1249	925	1320	927	1048	1019	960	1308	1270	944	1363	1297	980	1284	1224
ENSG00000071889	FAM3A	543	707	629	720	493	543	510	523	692	581	510	488	545	645	581	691
ENSG00000071894	CPSF1	1930	2968	2092	3008	1600	1985	1877	1651	2072	3005	1903	3993	4115	2075	2975	2073
ENSG00000071909	MYO3B	2	4	37	4	2	5	2	5	5	2	3	0	2	31	1	4
ENSG00000071967	CYBRD1	76	184	1143	204	37	130	76	48	109	76	126	123	116	1254	57	95
ENSG00000071991	CDH19	0	0	0	0	1	0	2	2	2	1	0	2	2	0	0	0
ENSG00000071994	PDCD2	490	563	473	632	427	509	464	442	748	568	490	591	589	503	597	768
ENSG00000072041	SLC6A15	186	181	195	178	267	392	202	264	372	679	414	566	580	176	700	387
ENSG00000072042	RDH11	1216	1471	1196	1462	1204	1431	1254	1211	1773	1476	1371	1322	1331	1127	1389	1793
ENSG00000072062	PRKACA	1206	1392	1280	1356	1268	1499	1238	1155	1656	1238	1560	1003	1016	1352	1265	1710
ENSG00000072071	ADGRL1	2204	2170	2306	2324	2126	2410	2218	2119	2551	3951	2509	2231	2340	2417	3982	2545
ENSG00000072080	SPP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000072110	ACTN1	1067	1675	2874	1687	754	1543	1062	847	874	1140	1483	925	987	2659	1120	905
ENSG00000072121	ZFYVE26	376	568	405	558	372	410	368	341	484	359	376	247	249	414	381	526
ENSG00000072133	RPS6KA6	261	318	266	305	211	283	272	205	300	574	282	181	178	259	560	293
ENSG00000072134	EPN2	597	703	549	670	595	568	582	558	625	717	614	368	344	577	748	701
ENSG00000072135	PTPN18	254	399	380	376	292	285	255	293	341	372	304	254	227	331	362	341
ENSG00000072163	LIMS2	15	22	178	22	18	35	11	17	29	16	32	11	18	178	18	27
ENSG00000072182	ASIC4	585	199	287	206	644	890	610	671	776	2114	930	1126	1140	239	2146	792
ENSG00000072195	SPEG	818	904	690	918	560	665	782	578	559	2602	691	1492	1409	666	2642	577
ENSG00000072201	LNX1	41	61	46	43	49	36	52	35	75	51	50	24	26	53	45	72
ENSG00000072210	ALDH3A2	805	1082	814	1068	880	913	811	834	1054	714	925	283	289	843	746	984
ENSG00000072274	TFRC	1269	1766	1370	1803	1172	1157	1192	1141	1942	641	1186	1593	1709	1364	678	1883
ENSG00000072310	SREBF1	889	1509	1059	1560	736	850	914	736	1212	1142	882	1279	1357	966	1141	1142
ENSG00000072315	TRPC5	9	9	5	6	7	65	9	10	27	51	52	15	21	8	75	18
ENSG00000072364	AFF4	2110	3006	2489	3104	1894	2201	2138	1920	3215	3349	2237	2262	2315	2523	3346	3151
ENSG00000072401	UBE2D1	438	358	332	357	347	437	426	353	581	284	406	225	182	315	269	599
ENSG00000072415	MPP5	707	1094	592	1118	729	715	693	721	921	778	698	565	545	595	880	839
ENSG00000072422	RHOBTB1	555	901	725	897	468	416	567	477	506	587	441	224	232	737	586	549
ENSG00000072501	SMC1A	2080	2930	1775	2825	1591	3662	2028	1561	2751	2123	3615	2289	2262	1705	2183	2704
ENSG00000072506	HSD17B10	491	634	548	643	357	422	515	416	665	149	410	249	236	518	146	663
ENSG00000072518	MARK2	656	791	517	785	523	647	636	506	706	679	625	535	557	513	663	771
ENSG00000072571	HMMR	93	134	109	156	43	102	78	43	129	29	83	87	96	106	19	142
ENSG00000072609	CHFR	510	559	498	562	429	606	574	452	703	577	565	541	510	487	554	710
ENSG00000072657	TRHDE	49	64	78	46	71	59	56	61	63	56	49	51	46	108	49	65
ENSG00000072682	P4HA2	192	391	1678	380	179	345	249	167	265	412	408	320	289	1678	412	291
ENSG00000072694	FCGR2B	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000072736	NFATC3	334	594	495	623	303	349	353	269	382	416	353	369	362	506	393	368
ENSG00000072756	TRNT1	145	202	164	195	105	187	157	123	201	137	160	86	79	158	147	213
ENSG00000072778	ACADVL	1642	2932	1939	2992	1430	1586	1599	1401	1569	2240	1645	1882	1856	2070	2288	1571
ENSG00000072786	STK10	188	253	218	278	158	204	170	150	230	169	199	147	119	212	174	195
ENSG00000072803	FBXW11	1333	1431	1318	1439	1148	1413	1304	1190	1833	2066	1433	1787	1864	1324	2075	1799
ENSG00000072818	ACAP1	73	179	106	146	97	74	80	102	114	170	81	94	85	112	182	122
ENSG00000072832	CRMP1	10597	7105	5553	7232	9183	11115	10684	9483	14288	15476	11210	14696	14687	5562	15562	14527
ENSG00000072840	EVC	163	268	380	277	161	231	148	128	198	179	219	87	78	404	188	170
ENSG00000072849	DERL2	449	529	500	508	454	497	466	448	637	539	471	589	583	462	555	636
ENSG00000072858	SIDT1	7	16	10	10	9	8	8	6	17	21	16	32	28	24	28	17
ENSG00000072864	NDE1	213	366	283	343	156	191	202	170	294	240	176	283	297	258	190	292
ENSG00000072952	IRAG1	38	33	228	46	36	50	31	46	47	28	54	22	27	228	31	52
ENSG00000072954	TMEM38A	123	163	133	147	142	176	128	127	200	204	191	142	146	152	190	174
ENSG00000072958	AP1M1	1577	1643	1328	1637	1480	1670	1645	1524	2365	1833	1645	1632	1620	1381	1830	2385
ENSG00000073008	PVR	282	305	373	334	297	395	263	296	363	616	390	483	449	385	581	409
ENSG00000073050	XRCC1	545	526	456	516	468	425	520	492	708	661	435	722	775	509	708	695
ENSG00000073060	SCARB1	478	797	715	818	538	709	426	573	503	626	668	401	409	721	590	466
ENSG00000073067	CYP2W1	4	4	5	7	6	6	4	0	9	3	3	0	3	6	7	8
ENSG00000073111	MCM2	1024	1552	662	1532	572	695	986	633	1218	247	702	534	476	679	265	1156
ENSG00000073146	MOV10L1	0	5	15	4	4	4	6	6	1	3	4	3	5	13	6	2
ENSG00000073150	PANX2	108	109	101	110	98	119	94	103	121	231	105	131	90	113	212	94
ENSG00000073169	SELENOO	217	233	144	256	152	174	203	155	180	370	191	266	268	164	365	194
ENSG00000073282	TP63	1	6	0	6	2	1	2	2	0	1	1	0	0	0	0	0
ENSG00000073331	ALPK1	15	64	101	50	13	17	13	22	24	19	17	15	17	95	24	17
ENSG00000073350	LLGL2	12	3	19	6	10	26	17	11	7	7	22	9	10	17	7	13
ENSG00000073417	PDE8A	136	260	236	217	123	163	146	152	192	278	193	197	180	266	294	185
ENSG00000073464	CLCN4	560	498	558	487	726	1136	546	789	1126	1934	1083	566	551	577	1868	1123
ENSG00000073536	NLE1	341	322	294	311	324	355	303	324	509	435	391	382	355	285	425	485
ENSG00000073578	SDHA	1007	1113	1068	1107	1038	1025	1055	941	1384	1636	1108	1246	1245	1071	1671	1387
ENSG00000073584	SMARCE1	234	256	201	269	217	200	197	208	373	354	183	320	318	202	316	402
ENSG00000073598	FNDC8	1	0	1	1	2	1	2	0	0	3	1	0	0	0	0	3
ENSG00000073605	GSDMB	74	88	69	95	47	57	76	54	64	377	31	287	314	65	434	62
ENSG00000073614	KDM5A	802	1063	778	1123	689	736	783	704	1144	1133	685	977	988	906	1120	1135
ENSG00000073670	ADAM11	143	102	104	96	141	198	157	134	124	332	194	288	261	103	310	132
ENSG00000073711	PPP2R3A	649	668	499	703	547	675	615	625	852	645	724	450	441	510	700	831
ENSG00000073712	FERMT2	727	1047	1990	1000	639	901	752	617	975	690	976	711	644	2037	725	1021
ENSG00000073734	ABCB11	1	0	1	1	1	1	2	1	0	1	1	0	0	3	4	0
ENSG00000073737	DHRS9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000073754	CD5L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000073756	PTGS2	0	3	10	1	1	0	2	3	1	4	7	2	1	9	1	1
ENSG00000073792	IGF2BP2	910	1690	1196	1691	918	863	1022	892	1298	1349	835	1558	1620	1181	1423	1301
ENSG00000073803	MAP3K13	417	405	416	370	245	550	389	237	433	397	512	246	263	397	436	455
ENSG00000073849	ST6GAL1	353	204	309	225	228	462	337	282	435	821	464	921	910	287	808	442
ENSG00000073861	TBX21	0	0	0	1	0	1	1	0	0	2	1	1	0	0	0	0
ENSG00000073905	VDAC1P1	29	42	38	44	27	49	34	36	56	46	56	37	42	29	39	42
ENSG00000073910	FRY	651	748	677	734	746	797	643	736	881	2012	852	1042	1077	658	1945	906
ENSG00000073921	PICALM	1748	2099	1957	2053	1505	1870	1732	1545	2484	1753	1928	1514	1478	2000	1763	2433
ENSG00000073969	NSF	1249	1172	903	1123	1151	1415	1224	1236	1707	1476	1437	883	858	925	1427	1589
ENSG00000074047	GLI2	520	1067	784	1027	410	330	563	418	613	470	420	234	233	745	459	621
ENSG00000074054	CLASP1	2209	3862	2063	3766	2069	2362	2161	2073	3127	3226	2372	2472	2474	2175	3298	3071
ENSG00000074071	MRPS34	585	667	485	641	525	554	599	571	806	645	620	819	804	503	624	832
ENSG00000074181	NOTCH3	1551	2612	2990	2692	874	1929	1555	924	1528	1776	1901	1997	2033	3177	1696	1511
ENSG00000074201	CLNS1A	1198	1682	1624	1682	1239	1232	1200	1247	1872	1453	1356	1607	1502	1561	1441	2024
ENSG00000074211	PPP2R2C	920	1061	521	1028	1104	1443	973	1171	1131	2444	1459	605	568	559	2547	1098
ENSG00000074219	TEAD2	651	891	702	955	382	441	631	377	661	229	443	381	341	735	244	662
ENSG00000074266	EED	289	350	243	376	268	264	326	260	348	260	256	163	160	257	267	348
ENSG00000074276	CDHR2	59	91	34	78	75	86	55	82	98	169	89	82	96	39	171	99
ENSG00000074317	SNCB	208	89	100	90	194	297	223	231	244	113	294	62	71	111	147	249
ENSG00000074319	TSG101	964	926	766	928	884	923	979	821	1348	964	970	791	754	776	1047	1376
ENSG00000074356	NCBP3	875	1085	749	1090	682	819	833	664	1006	1194	842	958	957	786	1218	992
ENSG00000074370	ATP2A3	25	28	30	30	26	23	25	30	45	35	22	37	38	41	48	50
ENSG00000074410	CA12	109	210	310	240	135	110	134	120	183	113	112	53	49	300	129	168
ENSG00000074416	MGLL	209	164	274	135	106	127	243	105	78	125	141	16	22	268	108	64
ENSG00000074527	NTN4	405	267	113	293	209	234	355	235	305	318	231	225	238	128	334	326
ENSG00000074582	BCS1L	265	278	231	304	270	244	256	261	385	312	234	257	264	234	301	373
ENSG00000074590	NUAK1	1129	1207	855	1201	865	1333	1104	843	1388	1721	1276	1547	1520	845	1698	1339
ENSG00000074603	DPP8	471	629	452	621	494	621	454	500	723	626	572	487	440	470	604	663
ENSG00000074621	SLC24A1	154	229	274	231	176	148	155	178	127	84	169	48	48	252	66	149
ENSG00000074657	ZNF532	2625	3629	2587	3890	2049	2457	2586	2184	3021	3986	2436	2955	2979	2618	3886	2878
ENSG00000074660	SCARF1	13	17	25	12	11	12	10	9	10	12	17	11	6	21	15	11
ENSG00000074695	LMAN1	1035	1777	2527	1854	1035	1307	1054	1019	1585	1805	1331	1875	1873	2529	1880	1599
ENSG00000074696	HACD3	3397	3636	2811	3788	2971	3691	3498	3007	4758	2525	3784	1749	1776	2864	2554	4697
ENSG00000074706	IPCEF1	8	10	10	10	18	12	8	14	8	12	5	1	2	14	8	13
ENSG00000074755	ZZEF1	688	850	808	902	664	645	692	617	1051	1539	636	1066	1133	857	1565	1144
ENSG00000074771	NOX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000074800	ENO1	36904	43417	37897	43506	32627	34158	37492	32677	43437	9591	34492	9527	9377	37639	9525	42749
ENSG00000074803	SLC12A1	9	16	3	8	15	18	13	16	10	4	19	1	3	1	3	11
ENSG00000074842	MYDGF	565	615	739	610	572	645	597	601	951	607	645	586	582	778	607	954
ENSG00000074855	ANO8	884	895	476	902	557	657	905	583	665	1629	642	1150	1174	505	1531	709
ENSG00000074935	TUBE1	213	301	179	284	154	171	194	142	237	434	190	399	366	192	396	196
ENSG00000074964	ARHGEF10L	749	887	584	891	566	778	740	607	828	1223	759	787	766	569	1269	836
ENSG00000074966	TXK	0	1	4	3	1	1	1	1	1	1	2	1	1	2	3	0
ENSG00000075035	WSCD2	234	125	94	150	170	206	232	146	164	310	180	174	136	80	290	164
ENSG00000075043	KCNQ2	2710	1713	1118	1727	2554	2977	2771	2571	3983	5554	2940	3195	3251	1185	5721	3981
ENSG00000075073	TACR2	8	4	10	3	13	4	14	6	7	14	5	4	2	5	8	12
ENSG00000075089	ACTR6	275	277	183	284	267	262	265	255	418	307	276	232	247	183	297	422
ENSG00000075131	TIPIN	109	120	63	112	84	91	131	99	150	50	67	43	62	72	45	134
ENSG00000075142	SRI	1057	1720	1299	1793	1195	1321	1115	1192	1598	1107	1317	583	580	1279	1138	1481
ENSG00000075151	EIF4G3	1961	3067	1955	2769	1882	2047	1977	1840	2485	2377	2162	1417	1486	1928	2333	2323
ENSG00000075188	NUP37	137	198	163	174	113	109	131	102	181	68	117	80	70	129	81	191
ENSG00000075213	SEMA3A	610	917	857	970	589	943	567	602	1078	1168	901	426	392	787	1163	1059
ENSG00000075218	GTSE1	170	359	181	342	84	194	159	95	247	139	175	208	218	224	122	228
ENSG00000075223	SEMA3C	2123	2389	2701	2395	1505	2029	2115	1615	1891	2360	2095	1262	1290	2871	2297	1784
ENSG00000075234	TTC38	278	532	325	508	184	260	254	194	271	183	241	237	233	347	159	315
ENSG00000075239	ACAT1	348	367	515	361	361	523	325	333	589	211	429	197	183	482	204	600
ENSG00000075240	GRAMD4	609	825	460	813	541	521	630	553	654	723	508	533	507	459	843	617
ENSG00000075275	CELSR1	1583	2702	1099	2724	1325	1840	1593	1275	1631	986	1783	840	873	1131	995	1533
ENSG00000075290	WNT8B	23	39	60	36	11	10	28	9	22	18	12	14	9	63	9	23
ENSG00000075292	ZNF638	2117	2551	1803	2461	1719	1905	2064	1741	2594	2549	1967	2023	1967	1784	2522	2579
ENSG00000075303	SLC25A40	188	240	163	258	178	209	193	157	240	255	203	229	245	210	265	230
ENSG00000075336	TIMM21	255	322	279	300	296	329	285	260	420	237	315	227	246	265	213	405
ENSG00000075340	ADD2	2306	2384	1394	2361	2263	2239	2332	2319	3386	3761	2157	2742	2665	1503	3716	3154
ENSG00000075388	FGF4	1	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0
ENSG00000075391	RASAL2	763	1087	661	1043	637	736	715	672	933	1328	729	802	878	647	1300	950
ENSG00000075399	VPS9D1	310	373	255	348	294	279	329	298	362	372	275	262	263	248	364	341
ENSG00000075407	ZNF37A	310	468	304	438	288	139	327	289	349	117	135	103	75	315	130	389
ENSG00000075413	MARK3	1594	1643	1359	1768	1424	1795	1609	1446	2009	1967	1703	1549	1600	1450	2057	2019
ENSG00000075415	SLC25A3	3693	4311	4977	4411	3264	4026	3797	3303	5457	5149	3997	6843	6961	5080	4851	5408
ENSG00000075420	FNDC3B	608	740	1044	770	425	724	561	454	609	476	747	299	303	1040	444	637
ENSG00000075426	FOSL2	61	281	900	260	92	133	74	106	144	169	141	74	81	884	167	129
ENSG00000075429	CACNG5	9	19	26	13	6	12	5	7	11	42	19	20	21	34	39	15
ENSG00000075461	CACNG4	1909	2413	1645	2461	2029	2221	1969	1979	2667	3070	2359	1402	1434	1646	3164	2687
ENSG00000075539	FRYL	786	1315	836	1261	649	718	829	679	1049	740	742	567	585	816	765	1050
ENSG00000075568	TMEM131	1082	1469	1209	1433	958	1136	1078	905	1136	1038	1159	730	728	1229	1047	1138
ENSG00000075618	FSCN1	3370	2965	2508	2979	2924	3043	3328	2818	4414	4786	3007	4963	4944	2441	4886	4375
ENSG00000075624	ACTB	39285	37614	46122	37373	34933	46608	39196	35131	46440	31021	47520	26795	26802	46089	30969	45791
ENSG00000075643	MOCOS	4	4	19	13	7	6	5	6	8	12	14	12	23	27	9	10
ENSG00000075651	PLD1	52	42	130	49	39	80	65	45	56	55	79	39	37	108	52	47
ENSG00000075673	ATP12A	0	0	2	3	4	6	1	0	2	1	4	0	1	4	2	2
ENSG00000075702	WDR62	163	273	161	304	77	158	149	72	182	140	169	257	259	142	124	201
ENSG00000075711	DLG1	600	969	1145	940	523	613	575	509	751	538	650	370	382	1153	496	736
ENSG00000075785	RAB7A	2892	3350	3127	3406	2780	3565	2944	2684	4324	3423	3545	2733	2748	3177	3327	4024
ENSG00000075790	BCAP29	277	388	323	373	252	345	320	247	374	171	393	125	124	333	184	394
ENSG00000075826	SEC31B	180	385	164	370	98	117	175	108	103	685	91	527	598	169	667	109
ENSG00000075856	SART3	998	1193	954	1197	822	944	995	814	1193	1435	891	1019	1037	960	1394	1182
ENSG00000075884	ARHGAP15	1	2	3	2	4	1	1	0	13	6	1	1	4	3	0	10
ENSG00000075886	TUBA3D	1	4	1	4	0	2	3	1	1	4	2	0	0	2	7	0
ENSG00000075891	PAX2	961	299	363	292	352	688	1008	340	813	655	728	376	386	432	646	854
ENSG00000075914	EXOSC7	289	364	326	348	268	258	338	269	436	371	294	361	335	333	374	440
ENSG00000075945	KIFAP3	1909	2016	1535	2069	1822	2304	1971	1830	2047	2156	2384	1415	1436	1532	2041	2198
ENSG00000075975	MKRN2	499	723	595	683	415	558	476	374	769	794	574	539	553	602	758	802
ENSG00000076003	MCM6	1061	1434	959	1434	744	747	1012	733	1330	546	829	554	586	938	529	1382
ENSG00000076043	REXO2	95	170	223	172	126	168	126	116	160	97	184	104	96	222	89	157
ENSG00000076053	RBM7	214	281	213	276	224	275	221	238	358	286	316	299	288	218	270	322
ENSG00000076067	RBMS2	207	437	579	418	233	283	196	228	308	385	254	288	278	557	403	250
ENSG00000076108	BAZ2A	1585	1932	1462	2007	1342	1529	1568	1283	2580	4409	1513	4790	4900	1426	4378	2636
ENSG00000076201	PTPN23	1110	1397	1046	1400	918	1078	1130	936	1432	2530	1104	1855	1853	1086	2407	1360
ENSG00000076242	MLH1	559	622	476	647	474	491	473	483	850	460	531	536	538	545	428	776
ENSG00000076248	UNG	536	661	472	682	509	503	578	461	906	439	554	415	384	422	440	871
ENSG00000076258	FMO4	6	15	25	23	9	9	8	10	13	9	3	2	2	14	7	11
ENSG00000076321	KLHL20	370	418	380	468	359	460	385	355	501	411	521	276	290	354	433	468
ENSG00000076344	RGS11	48	111	46	105	51	69	61	59	48	238	61	174	187	54	263	48
ENSG00000076351	SLC46A1	47	65	52	68	63	49	51	51	73	92	44	64	64	67	74	66
ENSG00000076356	PLXNA2	1848	1216	1049	1222	1036	1682	1911	1001	1923	2576	1779	2754	2797	1100	2616	1863
ENSG00000076382	SPAG5	355	636	403	714	163	312	347	175	462	314	321	647	655	401	314	425
ENSG00000076513	ANKRD13A	346	461	456	473	348	370	329	326	392	316	371	357	376	426	323	419
ENSG00000076554	TPD52	166	784	391	849	174	298	168	177	331	222	298	198	197	382	220	303
ENSG00000076555	ACACB	146	401	199	384	160	138	129	150	222	149	108	103	97	212	157	177
ENSG00000076604	TRAF4	933	726	639	722	674	791	899	655	1115	1247	785	1311	1298	609	1340	1145
ENSG00000076641	PAG1	246	292	322	300	246	274	238	286	297	292	250	99	110	337	308	261
ENSG00000076650	GPATCH1	186	275	190	261	177	163	184	150	260	166	182	178	177	197	215	242
ENSG00000076662	ICAM3	2	0	1	2	0	2	3	0	0	1	1	2	0	0	0	4
ENSG00000076685	NT5C2	497	562	405	556	438	573	503	490	685	499	592	515	511	424	532	698
ENSG00000076706	MCAM	539	281	298	321	423	632	459	447	690	1626	644	659	606	300	1609	685
ENSG00000076716	GPC4	1304	1879	3110	1925	810	2989	1341	827	1174	1443	2979	971	902	3174	1494	1192
ENSG00000076770	MBNL3	52	81	157	75	24	109	58	33	61	43	80	28	36	140	27	70
ENSG00000076826	CAMSAP3	619	482	390	484	559	703	603	566	776	1112	700	856	839	358	1035	796
ENSG00000076864	RAP1GAP	347	315	238	336	342	444	324	303	504	542	431	619	602	248	567	457
ENSG00000076924	XAB2	947	1100	866	1102	804	822	951	810	1100	1521	788	1797	1800	865	1444	1129
ENSG00000076928	ARHGEF1	263	432	332	438	196	240	284	196	251	401	217	309	304	372	420	274
ENSG00000076944	STXBP2	18	29	9	42	17	17	15	16	23	61	16	43	33	10	54	26
ENSG00000076984	MAP2K7	458	557	378	523	389	390	476	401	581	729	396	746	789	349	665	614
ENSG00000077009	NMRK2	0	0	5	3	0	1	2	0	1	3	2	10	5	3	7	1
ENSG00000077044	DGKD	918	904	798	950	891	1172	940	885	1116	1308	1162	758	762	780	1335	1101
ENSG00000077063	CTTNBP2	314	130	141	139	233	326	357	229	321	293	275	352	358	164	323	316
ENSG00000077080	ACTL6B	742	459	311	426	653	718	762	669	1043	979	720	876	816	363	957	1060
ENSG00000077092	RARB	1084	1139	1416	1158	821	983	1048	848	1290	2087	1021	1943	1856	1392	2147	1267
ENSG00000077097	TOP2B	5535	6376	4274	6362	4537	5133	5432	4774	7103	5577	5212	4382	4446	4210	5533	7163
ENSG00000077147	TM9SF3	2165	2967	2522	2956	2170	2720	2233	2170	3063	2538	2590	1703	1705	2612	2604	3030
ENSG00000077150	NFKB2	180	313	342	312	154	147	159	157	232	206	148	173	187	326	218	232
ENSG00000077152	UBE2T	190	303	229	335	178	271	202	189	435	217	257	379	345	216	221	421
ENSG00000077157	PPP1R12B	614	607	805	624	519	651	601	555	808	912	653	589	597	860	989	821
ENSG00000077232	DNAJC10	1140	1816	1443	1892	1106	1351	1206	1208	1576	1045	1306	796	779	1580	1019	1706
ENSG00000077235	GTF3C1	1841	2634	2008	2719	1774	2064	1847	1768	2405	3077	2062	1894	1884	1991	3100	2593
ENSG00000077238	IL4R	2	0	11	4	2	14	0	4	4	17	10	5	3	15	9	5
ENSG00000077254	USP33	1228	1262	949	1324	1047	1311	1222	1159	1672	1147	1408	1021	958	974	1222	1750
ENSG00000077264	PAK3	1395	1573	1845	1514	1266	2484	1417	1289	1709	5858	2546	1235	1176	1714	5872	1711
ENSG00000077274	CAPN6	12	126	3933	119	6	82	11	14	26	32	78	14	12	3958	34	25
ENSG00000077279	DCX	9010	7746	10105	7838	8574	18511	9212	8477	14265	41086	18756	17678	17719	10221	41248	14155
ENSG00000077312	SNRPA	671	1031	739	1006	535	573	756	541	913	884	588	1217	1273	757	919	870
ENSG00000077327	SPAG6	234	232	13	219	287	238	226	312	243	22	219	31	20	27	21	268
ENSG00000077348	EXOSC5	77	91	74	89	90	88	98	79	158	105	81	136	134	81	118	140
ENSG00000077380	DYNC1I2	1587	1679	1515	1776	1213	1555	1543	1225	2139	1641	1569	1699	1771	1450	1649	2098
ENSG00000077420	APBB1IP	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1
ENSG00000077454	LRCH4	116	166	113	150	94	85	99	89	94	281	93	345	361	98	321	102
ENSG00000077458	FAM76B	218	325	202	338	220	225	222	231	340	427	206	401	410	211	421	418
ENSG00000077463	SIRT6	259	275	182	247	209	240	267	224	325	259	275	223	266	189	290	376
ENSG00000077498	TYR	0	1	1	0	1	5	0	0	0	1	3	1	1	3	0	1
ENSG00000077514	POLD3	458	664	394	714	370	382	471	376	528	282	403	215	224	359	272	527
ENSG00000077522	ACTN2	19	36	66	51	25	37	22	21	28	60	30	28	30	61	75	16
ENSG00000077549	CAPZB	1717	1811	2182	1804	1514	2045	1726	1544	2361	1774	2003	1782	1853	2072	1682	2339
ENSG00000077585	GPR137B	195	290	232	318	219	186	175	211	300	273	202	311	314	289	302	279
ENSG00000077616	NAALAD2	155	413	155	426	140	118	191	164	234	443	110	268	308	137	436	187
ENSG00000077684	JADE1	427	685	413	625	369	448	444	326	512	709	408	697	698	406	718	446
ENSG00000077713	SLC25A43	0	7	83	4	0	23	4	2	3	2	24	2	1	74	1	3
ENSG00000077721	UBE2A	691	690	683	705	602	766	702	607	987	699	791	635	585	697	685	1011
ENSG00000077782	FGFR1	2381	3323	3337	3296	1839	1888	2269	1868	2498	2890	1858	2471	2609	3372	2729	2511
ENSG00000077800	FKBP6	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0
ENSG00000077935	SMC1B	2	0	2	4	1	1	0	3	3	0	1	0	3	2	3	1
